contract,sample_id,planet,measure,jhora_value_virupa,local_source_value_virupa,pyjhora_value_virupa,jhora_minus_local_virupa,jhora_minus_pyjhora_virupa,local_absolute_delta_virupa,pyjhora_absolute_delta_virupa,nearest_profile,local_pass_fail,classification,notes
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,VENUS,naisargika,42.850000000,42.860000000,42.860000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,VENUS,drik,-8.840000000,-0.690000000,-0.690000000,-8.150000000,-8.150000000,8.150000000,8.150000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,VENUS,total,492.550000000,487.205756812,478.280000000,5.344243188,14.270000000,5.344243188,14.270000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,sthana,105.980000000,115.976840043,105.970000000,-9.996840043,0.010000000,9.996840043,0.010000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,kaala,93.590000000,98.491941222,63.780000000,-4.901941222,29.810000000,4.901941222,29.810000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,dig,10.530000000,10.531003438,10.530000000,-0.001003438,0.000000000,0.001003438,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,chesta,5.280000000,5.088539932,5.240000000,0.191460068,0.040000000,0.191460068,0.040000000,pyjhora_secondary_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,naisargika,8.570000000,8.570000000,8.570000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,drik,-9.030000000,-0.500000000,-0.500000000,-8.530000000,-8.530000000,8.530000000,8.530000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_43_event_start,SATURN,total,214.920000000,238.158324635,292.530000000,-23.238324635,-77.610000000,23.238324635,77.610000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,sthana,150.050000000,162.552577625,150.050000000,-12.502577625,0.000000000,12.502577625,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,kaala,130.400000000,131.395759415,124.470000000,-0.995759415,5.930000000,0.995759415,5.930000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,dig,10.750000000,11.118480572,11.120000000,-0.368480572,-0.370000000,0.368480572,0.370000000,local_source_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,chesta,48.450000000,108.720065272,0.000000000,-60.270065272,48.450000000,60.270065272,48.450000000,pyjhora_secondary_profile,fail,luminary_display_only_excluded_from_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,naisargika,60.000000000,60.000000000,60.000000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,drik,-12.450000000,-4.430000000,-4.430000000,-8.020000000,-8.020000000,8.020000000,8.020000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SUN,total,338.760000000,360.636817612,341.210000000,-21.876817612,-2.450000000,21.876817612,2.450000000,pyjhora_secondary_profile,fail,corrected_total_excludes_luminary_chesta,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,sthana,160.910000000,163.906349851,160.910000000,-2.996349851,0.000000000,2.996349851,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,kaala,221.910000000,227.644737674,145.870000000,-5.734737674,76.040000000,5.734737674,76.040000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,dig,0.380000000,0.007113571,0.010000000,0.372886429,0.370000000,0.372886429,0.370000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,chesta,48.870000000,97.748811715,0.000000000,-48.878811715,48.870000000,48.878811715,48.870000000,pyjhora_secondary_profile,fail,luminary_display_only_excluded_from_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,naisargika,51.430000000,51.430000000,51.430000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,drik,-0.610000000,10.360000000,10.360000000,-10.970000000,-10.970000000,10.970000000,10.970000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MOON,total,434.010000000,453.348201095,368.580000000,-19.338201095,65.430000000,19.338201095,65.430000000,local_source_profile,fail,corrected_total_excludes_luminary_chesta,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,sthana,160.210000000,155.706209915,160.200000000,4.503790085,0.010000000,4.503790085,0.010000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,kaala,201.950000000,203.453472140,103.750000000,-1.503472140,98.200000000,1.503472140,98.200000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,dig,15.100000000,14.727887139,14.730000000,0.372112861,0.370000000,0.372112861,0.370000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,chesta,32.910000000,32.873012831,32.950000000,0.036987169,-0.040000000,0.036987169,0.040000000,local_source_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,naisargika,17.140000000,17.140000000,17.140000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,drik,17.230000000,-1.730000000,-1.730000000,18.960000000,18.960000000,18.960000000,18.960000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MARS,total,444.530000000,422.170582025,327.040000000,22.359417975,117.490000000,22.359417975,117.490000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,sthana,186.720000000,179.474014809,186.730000000,7.245985191,-0.010000000,7.245985191,0.010000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,kaala,157.430000000,155.291425525,179.720000000,2.138574475,-22.290000000,2.138574475,22.290000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,dig,46.050000000,46.054137291,46.050000000,-0.004137291,0.000000000,0.004137291,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,chesta,7.290000000,4.411805715,7.260000000,2.878194285,0.030000000,2.878194285,0.030000000,pyjhora_secondary_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,naisargika,25.700000000,25.710000000,25.710000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,drik,-4.330000000,-10.250000000,-10.250000000,5.920000000,5.920000000,5.920000000,5.920000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,MERCURY,total,418.860000000,400.691383339,435.220000000,18.168616661,-16.360000000,18.168616661,16.360000000,pyjhora_secondary_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,sthana,236.390000000,243.886357357,236.390000000,-7.496357357,0.000000000,7.496357357,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,kaala,284.240000000,284.992841595,262.820000000,-0.752841595,21.420000000,0.752841595,21.420000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,dig,30.980000000,30.975128076,30.970000000,0.004871924,0.010000000,0.004871924,0.010000000,local_source_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,chesta,10.780000000,10.346475250,10.820000000,0.433524750,-0.040000000,0.433524750,0.040000000,pyjhora_secondary_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,naisargika,34.280000000,34.290000000,34.290000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,drik,10.280000000,-25.110000000,-25.110000000,35.390000000,35.390000000,35.390000000,35.390000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,JUPITER,total,606.940000000,579.380802278,550.180000000,27.559197722,56.760000000,27.559197722,56.760000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,sthana,229.380000000,236.876222896,229.380000000,-7.496222896,0.000000000,7.496222896,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,kaala,94.970000000,94.659811437,181.140000000,0.310188563,-86.170000000,0.310188563,86.170000000,local_source_profile,pass,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,dig,34.350000000,33.976986616,33.980000000,0.373013384,0.370000000,0.373013384,0.370000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,chesta,19.520000000,17.123245969,19.590000000,2.396754031,-0.070000000,2.396754031,0.070000000,pyjhora_secondary_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,naisargika,42.850000000,42.860000000,42.860000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,drik,3.450000000,-19.540000000,-19.540000000,22.990000000,22.990000000,22.990000000,22.990000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,VENUS,total,424.510000000,405.956266919,487.410000000,18.553733081,-62.900000000,18.553733081,62.900000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,sthana,172.010000000,179.510302833,172.010000000,-7.500302833,0.000000000,7.500302833,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,kaala,90.650000000,92.367552157,53.990000000,-1.717552157,36.660000000,1.717552157,36.660000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,dig,0.630000000,0.628211734,0.630000000,0.001788266,0.000000000,0.001788266,0.000000000,pyjhora_secondary_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,chesta,18.060000000,17.866431081,101.980000000,0.193568919,-83.920000000,0.193568919,83.920000000,local_source_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,naisargika,8.570000000,8.570000000,8.570000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,drik,3.450000000,-20.930000000,-20.930000000,24.380000000,24.380000000,24.380000000,24.380000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_103_event_start,SATURN,total,293.370000000,278.012497805,316.250000000,15.357502195,-22.880000000,15.357502195,22.880000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,sthana,142.140000000,147.390822375,142.140000000,-5.250822375,0.000000000,5.250822375,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,kaala,176.960000000,176.998560362,197.300000000,-0.038560362,-20.340000000,0.038560362,20.340000000,local_source_profile,pass,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,dig,9.380000000,8.575525888,8.570000000,0.804474112,0.810000000,0.804474112,0.810000000,local_source_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,chesta,52.610000000,115.204659232,0.000000000,-62.594659232,52.610000000,62.594659232,52.610000000,pyjhora_secondary_profile,fail,luminary_display_only_excluded_from_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,naisargika,60.000000000,60.000000000,60.000000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,drik,-13.570000000,-16.320000000,-16.320000000,2.750000000,2.750000000,2.750000000,2.750000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,SUN,total,374.910000000,376.644908625,391.690000000,-1.734908625,-16.780000000,1.734908625,16.780000000,local_source_profile,fail,corrected_total_excludes_luminary_chesta,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,sthana,273.800000000,263.801290172,273.800000000,9.998709828,0.000000000,9.998709828,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,kaala,171.140000000,171.437502260,60.220000000,-0.297502260,110.920000000,0.297502260,110.920000000,local_source_profile,pass,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,dig,57.880000000,58.680672982,58.680000000,-0.800672982,-0.800000000,0.800672982,0.800000000,pyjhora_secondary_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,chesta,7.260000000,105.487602260,0.000000000,-98.227602260,7.260000000,98.227602260,7.260000000,pyjhora_secondary_profile,fail,luminary_display_only_excluded_from_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,naisargika,51.430000000,51.430000000,51.430000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,drik,-5.720000000,-16.630000000,-16.630000000,10.910000000,10.910000000,10.910000000,10.910000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MOON,total,548.530000000,528.719465414,430.140000000,19.810534586,118.390000000,19.810534586,118.390000000,local_source_profile,fail,corrected_total_excludes_luminary_chesta,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,sthana,172.990000000,163.487443710,172.990000000,9.502556290,0.000000000,9.502556290,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,kaala,242.360000000,244.753367422,162.660000000,-2.393367422,79.700000000,2.393367422,79.700000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,dig,14.530000000,15.327852778,15.330000000,-0.797852778,-0.800000000,0.797852778,0.800000000,local_source_profile,fail,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,chesta,30.880000000,30.852189333,30.670000000,0.027810667,0.210000000,0.027810667,0.210000000,local_source_profile,pass,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,naisargika,17.140000000,17.140000000,17.140000000,0.000000000,0.000000000,0.000000000,0.000000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,drik,-8.480000000,-3.500000000,-3.490000000,-4.980000000,-4.990000000,4.980000000,4.990000000,local_source_profile,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MARS,total,469.420000000,468.060853242,395.300000000,1.359146758,74.120000000,1.359146758,74.120000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,sthana,191.830000000,189.329069118,191.830000000,2.500930882,0.000000000,2.500930882,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,kaala,274.780000000,275.348331817,214.980000000,-0.568331817,59.800000000,0.568331817,59.800000000,local_source_profile,fail,local_source_profile_closer_requires_subcomponent_witness,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,dig,39.990000000,39.988612762,39.980000000,0.001387238,0.010000000,0.001387238,0.010000000,local_source_profile,pass,independent_dig_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,chesta,3.870000000,0.013161313,3.890000000,3.856838687,-0.020000000,3.856838687,0.020000000,pyjhora_secondary_profile,fail,mean_longitude_profile_mixed_requires_reconciliation,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,naisargika,25.700000000,25.710000000,25.710000000,-0.010000000,-0.010000000,0.010000000,0.010000000,tie,pass,independent_naisargika_alignment,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,drik,-14.260000000,-16.320000000,-16.320000000,2.060000000,2.060000000,2.060000000,2.060000000,tie,fail,independent_drik_profile_mismatch,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,MERCURY,total,521.910000000,514.069175010,460.070000000,7.840824990,61.840000000,7.840824990,61.840000000,local_source_profile,fail,corrected_local_source_total,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
GANN_JHORA_DOCTRINE_RECONCILIATION_V3,case_127_sr_touch_start,JUPITER,sthana,237.330000000,239.831541467,237.330000000,-2.501541467,0.000000000,2.501541467,0.000000000,pyjhora_secondary_profile,fail,independent_sthana_profile_residual,Diagnostic only. Luminary totals exclude displayed Chesta; no tolerance widening and no execution authorization.
