contract,sample_id,planet,measure,jhora_value_virupa,local_value_virupa,pyjhora_value_virupa,jhora_minus_local_virupa,jhora_minus_pyjhora_virupa,local_absolute_delta_virupa,pyjhora_absolute_delta_virupa,local_pass_fail,pyjhora_pass_fail,nearest_profile,tolerance_virupa,jhora_source,pyjhora_source
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_103_event_start,JUPITER,abda,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=A7570C532230A244CCC96BD73C9782E188A1C3B64AB899032064080F61E866E0; screenshot_sha256=BDDD318EAF738D26069BBDFB75783824D094B4E59F17FDC28E41A36ABECA66F1,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,ayana,48.990000000,51.059666291,49.200000000,-2.069666291,-0.210000000,2.069666291,0.210000000,fail,pass,pyjhora,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,hora,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,masa,30.000000000,30.000000000,30.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,nathonnatha,50.620000000,50.949900000,30.710000000,-0.329900000,19.910000000,0.329900000,19.910000000,pass,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,paksha,52.740000000,52.743801130,52.750000000,-0.003801130,-0.010000000,0.003801130,0.010000000,pass,pass,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,total,242.360000000,244.753367422,162.660000000,-2.393367422,79.700000000,2.393367422,79.700000000,fail,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,tribhaga,60.000000000,60.000000000,0.000000000,0.000000000,60.000000000,0.000000000,60.000000000,pass,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,vara,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MARS,yuddha,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,abda,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,ayana,57.040000000,57.604530687,57.230000000,-0.564530687,-0.190000000,0.564530687,0.190000000,fail,pass,pyjhora,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,hora,60.000000000,60.000000000,0.000000000,0.000000000,60.000000000,0.000000000,60.000000000,pass,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,masa,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,nathonnatha,60.000000000,60.000000000,60.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,paksha,52.740000000,52.743801130,52.750000000,-0.003801130,-0.010000000,0.003801130,0.010000000,pass,pass,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,total,274.780000000,275.348331817,214.980000000,-0.568331817,59.800000000,0.568331817,59.800000000,fail,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,tribhaga,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,vara,45.000000000,45.000000000,45.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MERCURY,yuddha,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,abda,15.000000000,15.000000000,15.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,ayana,0.030000000,0.000000000,0.010000000,0.030000000,0.020000000,0.030000000,0.020000000,pass,pass,pyjhora,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,hora,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,masa,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,nathonnatha,50.620000000,50.949900000,30.710000000,-0.329900000,19.910000000,0.329900000,19.910000000,pass,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,paksha,105.490000000,105.487602260,14.500000000,0.002397740,90.990000000,0.002397740,90.990000000,pass,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,total,171.140000000,171.437502260,60.220000000,-0.297502260,110.920000000,0.297502260,110.920000000,pass,fail,local,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,tribhaga,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,vara,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,MOON,yuddha,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,SATURN,abda,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,SATURN,ayana,29.750000000,32.326025609,30.130000000,-2.576025609,-0.380000000,2.576025609,0.380000000,fail,pass,pyjhora,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,SATURN,hora,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
GANN_JHORA_KAALA_WITNESS_COMPARATOR_V1,case_127_sr_touch_start,SATURN,masa,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,pass,pass,tie,0.500000000,Jagannatha Hora 8.0 locked visible Kaala Bala table; accessibility_sha256=F13338439987810C0F7C552E48A9FDEA25AF25DFCFAD2C07D2D77697C868F4AD; screenshot_sha256=00C966E54553EB61334634958AA0AC5A67E42055CFFA4F0FBADC56A1C39E060A,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates; Dig uses _dig_bala(method=2) canonical bounded circular-distance variant because the package default method=1 can exceed 60 virupa
