contract,sample_id,local_iso,timezone,latitude,longitude,location,planet,measure,jhora_value_virupa,jhora_version,jhora_exe_sha256,settings_json,settings_sha256,evidence_path,evidence_sha256,reviewer,captured_at_utc,status,notes
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MOON,dig,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MOON,chesta,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MOON,naisargika,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MOON,drik,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MOON,total,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,sthana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,kaala,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,dig,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,chesta,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,naisargika,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,drik,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MARS,total,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,sthana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,kaala,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,dig,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,chesta,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,naisargika,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,drik,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,MERCURY,total,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,sthana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,kaala,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,dig,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,chesta,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,naisargika,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,drik,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,JUPITER,total,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,sthana,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,kaala,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,dig,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,chesta,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
GANN_JHORA_SHADBALA_WITNESS_V1,case_43_event_start,2025-04-04T02:30:00,Asia/Kolkata,35.676200,139.650300,Tokyo reference location,VENUS,naisargika,,8.0.0.0,3DDBE5FB0458AD1F0AD91B002C7EFB8BBA9F08891D3F46190ABA97D570B17908,"{""ascendant_house_position"":""middle of first house"",""ayanamsa"":""Raman"",""coordinate_center"":""geocentric"",""day_boundary"":""sunrise"",""drekkana_variant"":""Parasara default"",""hora_variant"":""Parasara default"",""house_system"":""Sripathi/Porphyry"",""node"":""true node"",""planetary_model"":""Drik Siddhanta"",""planetary_positions"":""apparent"",""relationship_scope"":""relevant divisional chart"",""relationship_type"":""compound"",""special_aspects"":""Parasara"",""sunrise_definition"":""apparent rise of tip""}",4CB3CDFDA7FC9A23C7CCD22332611D04047C2B4427EB7F1F03437F301E6539DB,,,,,pending_manual_jhora_capture,
