gate,sample_id,feature_key,local_value,external_expected_value,external_source,pass_fail,notes
Gate 3,case_127_sr_touch_start,drik_bala_virupa.SUN,-16.320000000,-16.320000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,shadbala_implemented_total_virupa.MOON,482.256261371,430.140000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,drik_bala_virupa.MOON,-16.630000000,-16.630000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,shadbala_implemented_total_virupa.MARS,344.226141613,395.300000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,drik_bala_virupa.MARS,-3.500000000,-3.490000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,shadbala_implemented_total_virupa.MERCURY,407.935706807,460.070000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,drik_bala_virupa.MERCURY,-16.320000000,-16.320000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,shadbala_implemented_total_virupa.JUPITER,600.648941440,451.510000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,drik_bala_virupa.JUPITER,-16.630000000,-16.630000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,shadbala_implemented_total_virupa.VENUS,575.429262764,503.480000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,drik_bala_virupa.VENUS,-5.560000000,-5.560000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,shadbala_implemented_total_virupa.SATURN,407.305488554,385.380000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,case_127_sr_touch_start,drik_bala_virupa.SATURN,-8.220000000,-8.230000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,sun_sidereal_lon_deg,301.268955830,301.278888037,PyJHora 4.8.6 Tier B automated check; Raman ayanamsa; true node; event timezone,pass,External value from PyJHora drik.sidereal_longitude with RAMAN mode. | numeric delta=0.009932207; tolerance=0.02
Gate 3,gann_reference_tokyo,moon_sidereal_lon_deg,61.083642978,61.087996005,PyJHora 4.8.6 Tier B automated check; Raman ayanamsa; true node; event timezone,pass,External value from PyJHora drik.sidereal_longitude with RAMAN mode. | numeric delta=0.004353027; tolerance=0.02
Gate 3,gann_reference_tokyo,rahu_true_node_sidereal_lon_deg,90.070041857,90.074210075,PyJHora 4.8.6 Tier B automated check; Raman ayanamsa; true node; event timezone,pass,External value from PyJHora drik.sidereal_longitude with RAMAN mode and true node. | numeric delta=0.004168218; tolerance=0.02
Gate 3,gann_reference_tokyo,tithi_name,Dashami,Dashami,PyJHora 4.8.6 Tier B automated check; RAMAN mode; tithi index normalized to project label,pass,External value from PyJHora drik.tithi index 10 normalized to Dashami. | categorical exact compare
Gate 3,gann_reference_tokyo,moon_nakshatra_pada,Mrigashira 3,Mrigashira 3,PyJHora 4.8.6 Tier B automated check; RAMAN mode; nakshatra index normalized to project label,pass,External value from PyJHora drik.nakshatra index 5 pada 3 normalized to Mrigashira 3. | categorical exact compare
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.SUN,412.189169969,299.270000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.SUN,-4.160000000,-4.160000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.MOON,475.817133377,416.770000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.MOON,-9.030000000,-9.030000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.MARS,422.505307443,365.000000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.MARS,2.590000000,2.590000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.MERCURY,427.293651594,475.930000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.MERCURY,-3.030000000,-3.030000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.JUPITER,449.844887676,464.630000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.JUPITER,11.670000000,11.670000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.VENUS,566.891089143,606.490000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.VENUS,0.480000000,0.480000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,shadbala_implemented_total_virupa.SATURN,386.299012419,295.850000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
Gate 3,gann_reference_tokyo,drik_bala_virupa.SATURN,-4.140000000,-4.130000000,PyJHora 4.8.7 Tier B isolated export; Raman ayanamsa; wheel sha256 D8D8014573A38DDEFEDCAE57D3B8D84687CAC2AD31BB5B1DD70D945906A4D54D; event civil timezone; Tokyo reference coordinates,pending_gate_comparison,Local strict-v4 value at Tokyo reference location; Raman ayanamsa; true node; Porphyry houses. Fill a planet-matched JHora export value and saved evidence path. | Independent PyJHora Raman-mode export; shad_bala()[6] total or private _drik_bala() value.
